nombre,subj,col_1,col_2,anos
estelanunezalvarez,escolaridad,Profesor,,1974-1977
estelanunezalvarez,escolaridad,Pasante,Derecho,1998-2001
estelanunezalvarez,trayectoriapolitica,"Dirigente Municipal en Macuspana, Tabasco",PST,1984-1988
estelanunezalvarez,trayectoriapolitica,Regidor municipal de Macuspana en el estado de Tabasco,PST,1986-1988
estelanunezalvarez,trayectoriapolitica,Auxiliar Operativa en Gestion Social-Estatal,PRI,1989-1993
estelanunezalvarez,trayectoriapolitica,Gestion Social Municipal Crentro del estado de Tabasco,PRI,1994-1997
estelanunezalvarez,trayectoriapolitica,"Auxiliar de Organizacion Social, Centro, en el estado de Tabasco",PRI,1998-2000
estelanunezalvarez,trayectoriapolitica,Consejera Politica Nacioal,PRI,2007-2010
teresaburelocortazar,escolaridad,Carrera Tecnica,Profesional Tecnico en Contabilidad,
teresaburelocortazar,escolaridad,Taller,Curso de Relaciones Humanas,No Proporciono
teresaburelocortazar,cargosdeeleccionpopular,"Sindico(a), Tabasco - Cardenas",PRD,2013 - 2015
gregorioefrainespadasmendez,escolaridad,Licenciatura,Quimico Farmaceutico Biologo,No proporcionado
manuelrodriguezgonzalez,escolaridad,Maestria,Derecho Constitucional,1992-1993
manuelrodriguezgonzalez,escolaridad,Maestria,Ciencias Politicas,1993-1994
laurapatriciaavalosmagana,escolaridad,Licenciatura,Derecho,1991-1994
laurapatriciaavalosmagana,administracionpublicalocal,Segundo Secretario Judicial,Tribunal Superior del estado de Tabasco (Interina),1995-1996
ricardodelapenamarshall,escolaridad,Maestria,Museografia y Museologia Didactica,2002
ricardodelapenamarshall,escolaridad,Licenciatura,Historia,1983-1987
ricardodelapenamarshall,escolaridad,Seminario,Reunion anual del Comite Internacional de Museos de Arqueologia e Historia,1999
ricardodelapenamarshall,escolaridad,Taller,Jornadas Nacionales de calidad en los servicios Turisticos,1994
josesalvadorrosasquintanilla,escolaridad,Licenciatura,Comercio Exterior,
olgajulianaelizondoguerra,escolaridad,Licenciatura,Administracion de Empresas,1984-1988
olgajulianaelizondoguerra,escolaridad,Taller,"Inteligencia Emocional ""Crezcamos juntos""",2016-2017
hectorjoelvillegasgonzalez,escolaridad,Licenciatura,Comercio Internacional,1994-1997
hectorjoelvillegasgonzalez,administracionpublicafederal,Jefe de seccion especialistas hacendarios,"SAT, Secretaria de Hacienda y Credito Publico",2001-2018
hectorjoelvillegasgonzalez,asociacionesalasquepertenece,Secretario,Pequenos Propietarios de Rio Bravo,2016 a la fecha
hectorjoelvillegasgonzalez,asociacionesalasquepertenece,miembro,Sindicato de Trabajadores de la Secretaria de Hacienda y Credito Publico,2016-2018
adrianalozanorodriguez,escolaridad,Licenciatura,Derecho,1988 - 1992
adrianalozanorodriguez,administracionpublicafederal,Asesor Fiscal,Secretaria de Hacienda y Credito Publico,1993 - 1997
adrianalozanorodriguez,administracionpublicafederal,Jefe de Departamento,Servicio de Administracion Tributaria,1998- 2000
adrianalozanorodriguez,administracionpublicafederal,Subadministradora,Servicio de Administracion Tributaria,2000 - 2005
adrianalozanorodriguez,administracionpublicafederal,Administradora,SAT,2005 - 2016
adrianalozanorodriguez,iniciativaprivada,Asesor Fiscal,Independiente,2016 - 2018
marioalbertoramostamez,escolaridad,Maestria,Maestria en Publicidad,2009-2011
marioalbertoramostamez,escolaridad,Licenciatura,Administracion y Mercadotecnia,2006-2009
marioalbertoramostamez,trayectoriapolitica,Secretario de Organizacion Estatal,Movimiento Ciudadano,2014-2015
marioalbertoramostamez,trayectoriapolitica,Secretario de Asuntos Municipales,Movimiento Ciudadano,2015-2016
marioalbertoramostamez,trayectoriapolitica,Delegado Especial de Tamaulipas,Movimiento Ciudadano,2018
marioalbertoramostamez,cargosdeeleccionpopular,"Regidor(a), Tamaulipas - Victoria",Movimiento Ciudadano,2016-2018
marioalbertoramostamez,iniciativaprivada,Director de mercadotecnia,Agencia ID creativa,2010-2016
marioalbertoramostamez,asociacionesalasquepertenece,Fundador Director,Social Media Club Tamaulipas,2011 - activo
marioalbertoramostamez,asociacionesalasquepertenece,Consejero,CANACO Victoria,2013 - 2014
marioalbertoramostamez,asociacionesalasquepertenece,Socio Activo,Rotaract Club Victoria,2014-2016
marioalbertoramostamez,actividadesdocentes,Docente,Asignatura: Mercadotecia Digital,2016
marioalbertoramostamez,cargosenlegislaturaslocalesofederales,"Secretario Tecnico de la Comision de Marina, Camara de Diputados",LXIII Legislatura,
vicentejavierverasteguiostos,escolaridad,Licenciatura,Agronomia Fitotecnista,
vicentejavierverasteguiostos,cargosdeeleccionpopular,"Presidente Municipal, Tamaulipas - Xicotencatl",PAN,2005-2007
vicentejavierverasteguiostos,cargosdeeleccionpopular,"Presidente Municipal, Tamaulipas - Xicotencatl",PAN,2016-2018
erasmogonzalezrobledo,escolaridad,Licenciatura,Contador Publico y Auditor,1989-1993
erasmogonzalezrobledo,cargosdeeleccionpopular,"Presidente Municipal, Tamaulipas - Ciudad Madero",PRI,2007
erasmogonzalezrobledo,experiencialegislativa,"Diputada(o) Local Propietario, PRI",LXII Legislatura,2013-2016
erasmogonzalezrobledo,administracionpublicalocal,Contralor Municipal,"H. Ayuntamiento de Ciudad Madero, Tamaulipas",2005
erasmogonzalezrobledo,administracionpublicalocal,Comisario,"Sistema Nacional para el Desarrollo Integral de la Familia (DIF), Ciudad Madero",2005-2007
olgapatriciasosaruiz,escolaridad,Maestria,Administracion Publica,2010-2013
olgapatriciasosaruiz,escolaridad,Licenciatura,Administracion,1995-1999
olgapatriciasosaruiz,trayectoriapolitica,Consejera Municipal,PRI,2009-2013
armandojavierzertuchezuani,escolaridad,Doctorado,Psicologia Gestalt,2006-2009
armandojavierzertuchezuani,escolaridad,Maestria,Psicologia Gestalt,2007
armandojavierzertuchezuani,escolaridad,Licenciatura,Psicologia,1981
armandojavierzertuchezuani,escolaridad,Seminario,Mejora Continua,1987
armandojavierzertuchezuani,escolaridad,Diplomado,Ecologia,1992
armandojavierzertuchezuani,escolaridad,Diplomado,Psicologia Gestalt,2004
josedelaluzsosasalinas,escolaridad,Carrera Tecnica,Secretariado Basico,
josedelaluzsosasalinas,experiencialegislativa,"Diputada(o) Local Propietario, PT",LVI Legislatura,2001-2004
josedelaluzsosasalinas,experiencialegislativa,"Diputada(o) Local Propietario, PRD",LVIII Legislatura,2011-2014
rubenteranaguila,escolaridad,Licenciatura,Derecho,2003 - 2007
ricardogarciaescalante,escolaridad,Maestria,Dirreccion de Gobierno y Politicas Publicas,2012 - 2014
ricardogarciaescalante,escolaridad,Licenciatura,Finanzas y Contaduria,2001 - 2006
ricardogarciaescalante,experiencialegislativa,"Diputada(o) Local Propietario, PAN",LXII Legislatura,2010-2013
ricardogarciaescalante,administracionpublicafederal,Jefe de Departamento,Servicio de Administracion Tributaria,2008
ricardogarciaescalante,administracionpublicafederal,Subadministrador de Evaluacion,Servicio de Administracion Tributaria,2008 - 2009
ricardogarciaescalante,administracionpublicafederal,Gerente Regional Occidente,Superissste/ISSSTE,2009 - 2010
jesusguzmanaviles,escolaridad,Licenciatura,Ingeniero Mecanico Electricista,1979-1984
jesusguzmanaviles,trayectoriapolitica,Miembro del Comite Directivo estatal de Veracruz,PAN,2005-2008
mariaberthaespinozasegura,escolaridad,Carrera Trunca,Contaduria Publica,No proporciono
ricardofranciscoexsomezapata,escolaridad,Maestria,Administracion de Negocios,1987-1989
ricardofranciscoexsomezapata,escolaridad,Maestria,Ingenieria de Transito y Transporte,1995-1996
ricardofranciscoexsomezapata,escolaridad,Maestria,Construccion de Vias de Comunicacion,2017-2019
ricardofranciscoexsomezapata,escolaridad,Licenciatura,Ingenieria Mecanica y Electricidad,1981-1986
ricardofranciscoexsomezapata,asociacionesalasquepertenece,Consejero Estatal,Camara Nacional del Autotransporte de Carga (CANACAR),1990
ricardofranciscoexsomezapata,asociacionesalasquepertenece,Consejero Estatal,Camara Mexicana de la Industria de la Construccion (CMIC),1996
ricardofranciscoexsomezapata,asociacionesalasquepertenece,Consejero Estatal,Camara Nacional de Comercio (CANACO),1997
ricardofranciscoexsomezapata,asociacionesalasquepertenece,Consejero Estatal,Confederacion Patronal de la Republica Mexicana (COPARMEX),1999
ricardofranciscoexsomezapata,asociacionesalasquepertenece,Consejero Estatal,Confederacion de Camaras Industriales (CONCAMIN),2001
ricardofranciscoexsomezapata,asociacionesalasquepertenece,Consejero,Colegio de Ingenieros Mecanicos y Electricistas A.C. (CIME),2005
raquelbonillaherrera,escolaridad,Carrera Trunca,Derecho,no proporciono
raquelbonillaherrera,trayectoriapolitica,Secretaria de Organizacion. CEM,Morena,2013-2015
raquelbonillaherrera,trayectoriapolitica,Enlace Distrital,Morena,2015-2018
raquelbonillaherrera,asociacionesalasquepertenece,,STIRTT,2010-2018
jaimehumbertoperezbernabe,escolaridad,Especialidad,Contruccion,1998-1999
jaimehumbertoperezbernabe,escolaridad,Licenciatura,Ing. Civil,1991-1997
jaimehumbertoperezbernabe,escolaridad,Licenciatura,Desarrollo sustentable,2006-2009
jaimehumbertoperezbernabe,escolaridad,Diplomado,Los jovenes y el desarrollo local de gobiernos locales,1998
jaimehumbertoperezbernabe,escolaridad,Diplomado,Gestion y Administracion Publica,2002
jaimehumbertoperezbernabe,escolaridad,Diplomado,Agroforesteria,2009
jaimehumbertoperezbernabe,escolaridad,Diplomado,Administracion Publica,2012
jaimehumbertoperezbernabe,trayectoriapolitica,Coordinador general de campana municipal,PRD,1996-1997
jaimehumbertoperezbernabe,trayectoriapolitica,Subcoordinador Distrital de promocion al voto,Morena,2006
rodrigocalderonsalas,escolaridad,Carrera Comercial,Contador Privado,1974-1976
rodrigocalderonsalas,trayectoriapolitica,Militante,MORENA,2017 al actual
rodrigocalderonsalas,trayectoriapolitica,Candidato a Diputado Federal,MORENA,2018
claudiatelloespinosa,escolaridad,Doctorado,Educacion Relacional y Bio-aprendizaje,2009 - 2013
claudiatelloespinosa,escolaridad,Maestria,Educacion,1990 - 1992
claudiatelloespinosa,escolaridad,Licenciatura,Sociologia,1982 - 1987
claudiatelloespinosa,escolaridad,Licenciatura,Normal-Matematica,1987 - 1991
claudiatelloespinosa,escolaridad,Diplomado,Fortalecimiento de Asesores Tecnicos,
rafaelhernandezvillalpando,escolaridad,Maestria,Derecho Constitucional Comparado y Derecho Administrativo,1977-1979
rafaelhernandezvillalpando,escolaridad,Especialidad,Derecho Constitucional,1972-1975
rafaelhernandezvillalpando,escolaridad,Licenciatura,Derecho,1966-1970
rafaelhernandezvillalpando,cargosdeeleccionpopular,"Presidente Municipal, Veracruz - Xalapa",PRD y Convergencia,1998-2000
rafaelhernandezvillalpando,administracionpublicafederal,Subdirector,Participacion Ciudadana del Gobierno Federal. Secretaria de Asentamientos Humanos y Obras Publicas,1976-1978
rafaelhernandezvillalpando,administracionpublicafederal,Director de Documentaci n Presidencial,Presidencia de la Republica,1978-1981
rafaelhernandezvillalpando,administracionpublicafederal,Director de Analisis Politico,Secretaria de Gobernacion,1982-1985
rafaelhernandezvillalpando,administracionpublicafederal,Asesor,Subsecretaria de Educacion Superior,1993-1995
rafaelhernandezvillalpando,administracionpublicalocal,Secretario Auxiliar,Gobierno del Estado de Veracruz,1975-1976
rafaelhernandezvillalpando,administracionpublicalocal,Secretario Academico,Universidad Veracruzana,1987-1988
rafaelhernandezvillalpando,administracionpublicalocal,Subsecretario de Gobierno,Gobierno del Estado de Veracruz,1989-1990
rafaelhernandezvillalpando,administracionpublicalocal,Rector,Universidad Veracruzana,1991-1992
rafaelhernandezvillalpando,asociacionesalasquepertenece,Asesor Juridico,"Asociacion Nacional de Universidades e Institucion de Educacion Superior, ANUIES",1978
rafaelhernandezvillalpando,asociacionesalasquepertenece,Presidente Nacional,"Autoridades locales de Mexico, PRD",1999-2000
rafaelhernandezvillalpando,actividadesdocentes,Docente,Asignatura: Introduccion al Estudio de Derecho,1971-1972 y 1982-1985
florataniacruzsantos,escolaridad,Maestria,Educacion Basica,2016-2018
florataniacruzsantos,escolaridad,Licenciatura,Educacion Primaria,1998-2002
florataniacruzsantos,escolaridad,Diplomado,Ensenanza Media Superior,2003
florataniacruzsantos,escolaridad,Taller,Ingles Convencional,2016-2017
florataniacruzsantos,administracionpublicafederal,Jefa de Control Escolar,Secretaria de Educacion del estado de Veracruz,2007
florataniacruzsantos,actividadesdocentes,Docente,Asignatura: No proporciono,2000-2001
florataniacruzsantos,actividadesdocentes,Docente,Asignatura: No proporciono,2001-2003
marianadunyaskagarciarojas,escolaridad,Doctorado,Administracion,Actualmente
marianadunyaskagarciarojas,escolaridad,Maestria,Administracion del Factor Humano,2013-2015
marianadunyaskagarciarojas,escolaridad,Licenciatura,Psicologia,1993-1998
marianadunyaskagarciarojas,trayectoriapolitica,"Secretaria de Promocion Politica de la Mujer, Comite Directivo estatal",PAN,2008-2011
marianadunyaskagarciarojas,trayectoriapolitica,Capacitadora nacional,PAN,2008-2018
eleuterioarrietasanchez,escolaridad,Maestria,Cirugia Estetica,2009 - 2011
eleuterioarrietasanchez,escolaridad,Maestria,Administracion Publica,2015 - 2017
eleuterioarrietasanchez,escolaridad,Especialidad,Cirugia General,1984 - 1987
eleuterioarrietasanchez,escolaridad,Licenciatura,Medico Cirujano,1975 - 1979
eleuterioarrietasanchez,escolaridad,Diplomado,Diseno y Construccion de Hospitales,2014-2015
eleuterioarrietasanchez,iniciativaprivada,Director Medico,"Sanatorio Santa Teresita, Tierra Blanca, Ver",1990 - 2018
eleuterioarrietasanchez,asociacionesalasquepertenece,Socio Activo,Cirugia General,1990 - 2015
eleuterioarrietasanchez,asociacionesalasquepertenece,Socio,Asociacion Mexicana de Cirugia Laparoscopica,1994 - 2012
eleuterioarrietasanchez,asociacionesalasquepertenece,Socio,Colegio de Cirujanos Esteticos,2011 -2016
carmenmedelpalma,escolaridad,Maestria,Ultrasonido General,2016-2018
carmenmedelpalma,escolaridad,Licenciatura,Enfermeria,1976-1979
carmenmedelpalma,escolaridad,Licenciatura,Medico Cirujano,1985-1989
carmenmedelpalma,escolaridad,Diplomado,Ultrasonografia General,2004-2005
carmenmedelpalma,escolaridad,Diplomado,Colposcopia y Patologia del Tractogenital Interior,
carmenmedelpalma,actividadesdocentes,Invitado,Seminario: XIV Congreso Nacional y V Seminario Internacional,Del 2 al 6 de agosto de 2005
juanmartinezflores,escolaridad,Licenciatura,Medico Cirujano,1975-1979
juanmartinezflores,trayectoriapolitica,Candidato a Presidente Municipal,Partido del Frente Cardenista de Reconstruccion Nacional,1988
juanmartinezflores,trayectoriapolitica,Candidato a Diputado Local,Partido del Frente Cardenista de Reconstruccion Nacional,1989
juanmartinezflores,trayectoriapolitica,Candidato a Diputado Local,PRD,2000
juanmartinezflores,trayectoriapolitica,Candidato a Presidente Municipal,PRV,2004
juanmartinezflores,trayectoriapolitica,Candidato a Presidente Municipal,MORENA,2017
juanmartinezflores,trayectoriapolitica,Candidato a Diputado Federal,MORENA,2018
juanmartinezflores,iniciativaprivada,Director Medico,Hospital Los Angeles,1988-1993
juanmartinezflores,iniciativaprivada,Director Medico,Hospital Lazaro Cardenas,1993-2013
juanmartinezflores,iniciativaprivada,Director Medico,Hospital Santa Elena,2014-2018
juanmartinezflores,asociacionesalasquepertenece,Presidente,Frente Democratico Veracruzano,1989-2004
valentinreyeslopez,cargosdeeleccionpopular,"Presidente Municipal, Veracruz - Tres Valles",Morena,2001-2004
valentinreyeslopez,experiencialegislativa,"Diputada(o) Local Suplente, Morena",LX Legislatura,2004-2007
valentinreyeslopez,asociacionesalasquepertenece,Presidente (2 veces),Club de Leones,No proporciono
bonifacioaguilarlinda,escolaridad,Secundaria,,1988-1991
bonifacioaguilarlinda,trayectoriapolitica,Secretario de la Mesa Directiva del Comite de Gestion de Servicios Basicos Y Regularizacion,Partido Progresista de Guerrero,1996-1997
bonifacioaguilarlinda,trayectoriapolitica,Presidente del Comite Ejecutivo Municipal,PT,2002-2005
bonifacioaguilarlinda,cargosdeeleccionpopular,"Presidente Municipal, Veracruz - Soledad Atzompa",,2014-2017
bonifacioaguilarlinda,iniciativaprivada,Coordinador de Eventos Religiosos,,1999-2000
bonifacioaguilarlinda,asociacionesalasquepertenece,Presidente,"Padres de Familia Escuela ""Lazaro Cardenas del Rio""",1998-1999
paolatenorioadame,trayectoriapolitica,Activista en Formacion de Comites de Base,PFCRN,1988
paolatenorioadame,trayectoriapolitica,"Participante en la Marcha ""Exodo por la democracia""",PRD,1992
paolatenorioadame,trayectoriapolitica,Colaboradora Electoral de la Campana Presidencial del Iing. Cuautemoc Cardenas,PRD,1994
eulaliojuanriosfararoni,escolaridad,Pasante,Derecho,
eulaliojuanriosfararoni,cargosdeeleccionpopular,"Presidente Municipal, Veracruz - Hueyapan de Ocampo",PRI,2008-2010
eulaliojuanriosfararoni,administracionpublicalocal,Jefe de la Direccion de Asuntos Internos,Secretaria de Seguridad Publica. Estado de Veracruz,1999-2000
eulaliojuanriosfararoni,administracionpublicalocal,Coordinador regional Zona Norte. Poza Rica,Subsecretaria de desarrollo Politico,2001-2003
eulaliojuanriosfararoni,administracionpublicalocal,Coordinador de la Comision del Agua,Comision de Agua. Veracruz,2005-2007
jesuscarlosvidalpeniche,escolaridad,Licenciatura,Educacion Fisica,1994-1997
jesuscarlosvidalpeniche,trayectoriapolitica,Consejero Politico estatal,PRI,2012- a la fecha
jesuscarlosvidalpeniche,trayectoriapolitica,Delegado Politico municipal,PRI,2012-2018
jesuscarlosvidalpeniche,cargosdeeleccionpopular,"Presidente Municipal, Yucatan - Valladolid",PRI,2011-2012
jesuscarlosvidalpeniche,administracionpublicafederal,Delegado,Comision Nacional para el Desarrollo de los Pueblos Indigenas,2013-2018
jesuscarlosvidalpeniche,administracionpublicalocal,Director de Planeacion y Analisis Economico,Secretaria de Fomento Economico del Gobierno del estado de Yucatan,2012-2013
mariaesteralonzomorales,escolaridad,Diplomado,Derecho Parlamentario,No proporciono
mariaesteralonzomorales,cargosdeeleccionpopular,"Presidente Municipal, Yucatan - Progreso",PRI,2010-2012
mariaesteralonzomorales,experiencialegislativa,"Diputada(o) Local Propietario, PRI",LXI Legislatura,2015-2018
mariaesteralonzomorales,administracionpublicalocal,Presidenta,"DIF, municipal Progreso, Yucatan",2004-2007
mariaesteralonzomorales,escolaridad,Diplomado,Derecho Parlamentario,No proporciono
mariaesteralonzomorales,cargosdeeleccionpopular,"Presidente Municipal, Yucatan - Progreso",PRI,2010-2012
mariaesteralonzomorales,experiencialegislativa,"Diputada(o) Local Propietario, PRI",LXI Legislatura,2015-2018
mariaesteralonzomorales,administracionpublicalocal,Presidenta,"DIF, municipal Progreso, Yucatan",2004-2007
joseeliaslixaabimerhi,escolaridad,Doctorado,Gobierno y Gestion Publica,2016 cursando actualmente
joseeliaslixaabimerhi,escolaridad,Maestria,Gestion de Recursos Humanos,2010-2012
joseeliaslixaabimerhi,escolaridad,Licenciatura,Derecho,2006-2010
joseeliaslixaabimerhi,trayectoriapolitica,militante,PAN,2006 a la fecha
joseeliaslixaabimerhi,trayectoriapolitica,Consejero estatal de Yucatan,PAN,2016-2018
joseeliaslixaabimerhi,cargosdeeleccionpopular,"Regidor(a), Yucatan - Merida",PAN,20012-2015
joseeliaslixaabimerhi,experiencialegislativa,"Diputada(o) Local Propietario, PAN",LXI Legislatura,2015-2018
juanjosecanulperez,trayectoriapolitica,Secretario de Organizacion del Comite Directivo Estatal en Yucatan,PRI,2008-2010
juanjosecanulperez,cargosdeeleccionpopular,"Regidor(a), Yucatan - Uman",PRI,2004-2007
juanjosecanulperez,experiencialegislativa,"Diputada(o) Local Propietario, PRI",LIX Legislatura,2010-2012
juanjosecanulperez,administracionpublicalocal,Director de Policia,"H. Ayuntamiento de Uman, Yucatan",1998-2001
juanjosecanulperez,administracionpublicalocal,Presidente Municipal Interino,"H. Ayuntamiento de Uman, Yucatan",2006-2007
juanjosecanulperez,administracionpublicalocal,Subdirector,Centro Estatal de Desarrollo Municipal del Estado de Yucatan,2007-2008
juanjosecanulperez,administracionpublicalocal,Subsecretario de Operacion y Organizacion,Secretaria de Desarrollo Social del Gobierno del Estado de Yucatan,2012-2013
juanjosecanulperez,administracionpublicalocal,Director,Instituto de Desarrollo Regional y Municipal del Gobierno del Estado de Yucatan,2013-2015
juanjosecanulperez,administracionpublicalocal,Secretario,Secretaria de Desarrollo Rural del Gobierno del Estado de Yucatan,2015-2018
juanjosecanulperez,asociacionesalasquepertenece,Miembro,Frente Unico de Trabajadores del Volante,1998-2018
mirnazabeidamaldonadotapia,escolaridad,Doctorado,Investigacion Educativa,
mirnazabeidamaldonadotapia,escolaridad,Maestria,Educacion,2008 - 2009
mirnazabeidamaldonadotapia,escolaridad,Posgrado,Produccion Animal,1991 - 1995
mirnazabeidamaldonadotapia,escolaridad,Licenciatura,Medicina Veterinaria y Zootecnia,1986 -1991
mirnazabeidamaldonadotapia,escolaridad,Licenciatura,Enfermeria,2001 - 2005
mirnazabeidamaldonadotapia,trayectoriapolitica,Coordinador Distrital,MORENA,2015 - 2018
mirnazabeidamaldonadotapia,asociacionesalasquepertenece,Secretaria General,,2013 - 2018
mirnazabeidamaldonadotapia,actividadesdocentes,Docente,Asignatura: Metodologia de la Investigacion.,2000 - 2018
lyndianaelizabethbugarincortes,escolaridad,Licenciatura,Comercio Internacional,
lyndianaelizabethbugarincortes,experiencialegislativa,"Diputada(o) Local Propietario, PRI",LXII Legislatura,2016 - 2018
lyndianaelizabethbugarincortes,administracionpublicalocal,Presidenta honorifica,"DIF Municipal Atolinga, Zac.",2010 - 2013
alfredofematbanuelos,escolaridad,Maestria,Economia,1988 - 1990
alfredofematbanuelos,escolaridad,Licenciatura,Economia,1980-1985
alfredofematbanuelos,trayectoriapolitica,Integrante de la Comision Ejecutiva estatal,PT,2009 - 2018
samuelherrerachavez,escolaridad,Maestria,Ciencias Sociales,1982 - 1985
samuelherrerachavez,escolaridad,Licenciatura,Ing. Civil,1972 - 1977
samuelherrerachavez,trayectoriapolitica,Enlace del Comite del Cambio Verdadero de MORENA,MORENA,no proporciono
samuelherrerachavez,cargosdeeleccionpopular,"Regidor(a), Zacatecas - Guadalupe",PT,1990 - 1993
samuelherrerachavez,cargosdeeleccionpopular,"Presidente Municipal, Zacatecas - Guadalupe",PRD,2007 - 2010
samuelherrerachavez,experiencialegislativa,"Diputada(o) Local Propietario, PRD",LVII Legislatura,2004 - 2007
samuelherrerachavez,experiencialegislativa,"Diputada(o) Federal Propietario, PRD",XLI Legislatura,2009 - 2012
samuelherrerachavez,iniciativaprivada,Residente de obra,Constructora UPLA,1977 - 1980
samuelherrerachavez,asociacionesalasquepertenece,Presidente,"Organizacion Social Tierra y Libertad, A. C.",1995 a- 2018
samuelherrerachavez,asociacionesalasquepertenece,Presidente,"Cien Ciudades, A. C.",2000 - 2018
samuelherrerachavez,actividadesdocentes,Docente,Asignatura: Matematicas Algebra,1977 - 2018
patriciaterrazasbaca,escolaridad,Maestria,Derecho Fiscal,2004
patriciaterrazasbaca,escolaridad,Posgrado,Especialidad fiscal,1998
patriciaterrazasbaca,escolaridad,Posgrado,Fiscal,1999
patriciaterrazasbaca,escolaridad,Licenciatura,Contador Publico,1985-1990
patriciaterrazasbaca,trayectoriapolitica,Miembro,PAN,1992 a la fecha
patriciaterrazasbaca,trayectoriapolitica,Consejera Estatal,PAN,2014 a la fecha
patriciaterrazasbaca,trayectoriapolitica,Miembro de la Comision de Vigilancia,PAN,2015 a la fecha
patriciaterrazasbaca,trayectoriapolitica,Miembro de la Comision Permanente,PAN,2016 a la fecha
patriciaterrazasbaca,administracionpublicalocal,Subsecretaria de Ingresos,Gobierno del estado de Chihuahua,2016 - 2018
ernestoguillermoruffoappel,escolaridad,Licenciatura,Administracion de Empresas,No proporciono
ernestoguillermoruffoappel,escolaridad,Seminario,Mecanica,1979
ernestoguillermoruffoappel,escolaridad,Seminario,Tecnico en Hidraulica,1980
marthaelenagarciagomez,escolaridad,Carrera Comercial,Contabilidad,1958-1960
marthaelenagarciagomez,trayectoriapolitica,Candidata a Gobernadora del estado de Nayarit,PAN,2011
marthaelenagarciagomez,trayectoriapolitica,Consejera local de Nayarit,PAN,
marthaelenagarciagomez,experiencialegislativa,"Diputada(o) Federal Propietario, PAN",LXI Legislatura,2009-2012
marthaelenagarciagomez,experiencialegislativa,"Senador(a) de la Republica Propietario, PAN",LXII - LXIII Legislatura,2012-2018
marthaelenagarciagomez,administracionpublicalocal,Presidenta,DIF Nayarit,1999-2005.
marthaelenagarciagomez,iniciativaprivada,"Presidenta de la Fundacion Alica, AC",Grupo Alica,1970 a la fecha
joserigobertomaresaguilar,escolaridad,Licenciatura,Ciencias de la Comunicacion,1999-2003
joserigobertomaresaguilar,trayectoriapolitica,Secretario estatal de Accion Juvenil,PAN,2002-2004
joserigobertomaresaguilar,trayectoriapolitica,Consejero Estatal,PAN,2004--2019
joserigobertomaresaguilar,trayectoriapolitica,Coordinacion Organizacion SNAJ,PAN,2004-2006
joserigobertomaresaguilar,trayectoriapolitica,Secretario General Comite Directivo Estatal,PAN,2012-2015
joserigobertomaresaguilar,trayectoriapolitica,Consejero Nacional,PAN,2013-2019
joserigobertomaresaguilar,trayectoriapolitica,Presidente del Comite Directivo Estatal,PAN,2015-2018
joserigobertomaresaguilar,administracionpublicafederal,Secretario Tecnico,Procuraduria Agraria,2008-2009
joserigobertomaresaguilar,administracionpublicafederal,Delegado,Procuraduria Agraria,2009-2012
joserigobertomaresaguilar,administracionpublicalocal,Asesor,"Ayuntamiento de Morelia, Michoacan",2006-2007
madeleinebonnafouxalcaraz,escolaridad,Licenciatura,Derecho,1999-2002
madeleinebonnafouxalcaraz,trayectoriapolitica,Miembro de la Comision Permanente Nacional,PAN,2015-2019
madeleinebonnafouxalcaraz,trayectoriapolitica,Miembro del Comite Directivo Estatal,PAN,2016-2018
lizbethmatalozano,escolaridad,Maestria,Juicios Orales,2015-2017
lizbethmatalozano,escolaridad,Licenciatura,Derecho,2002-2005
lizbethmatalozano,escolaridad,Diplomado,Derecho y Relaciones Internacionales,2005-2007
lizbethmatalozano,escolaridad,Diplomado,Docencia,2008-2009
lizbethmatalozano,trayectoriapolitica,Secretaria General,PAN,2014
lizbethmatalozano,trayectoriapolitica,Pormocion Politica Mujer,PAN,2015
lizbethmatalozano,trayectoriapolitica,Consejera Estatal,PAN,2016
carloshumbertocastanosvalenzuela,escolaridad,Licenciatura,Ciencias Politicas y Administracion Publica,1997-2003
carloshumbertocastanosvalenzuela,trayectoriapolitica,Militante,PAN,2005 a la fecha
carloshumbertocastanosvalenzuela,trayectoriapolitica,Secretario General Adjunto del Comite Directivo estatal en Sinaloa,PAN,2005-2006
carloshumbertocastanosvalenzuela,trayectoriapolitica,Consejero estatal,PAN,2011-2014
carloshumbertocastanosvalenzuela,trayectoriapolitica,Enlace de la Secretaria General del Comite Ejecutivo Nacional en los estados de la Segunda Circunscripcion,PAN,2015-2016
carloshumbertocastanosvalenzuela,trayectoriapolitica,Consejero nacional,PAN,2017-2019
manuellopezcastillo,escolaridad,Licenciatura,Derecho,2009-2014
manuellopezcastillo,trayectoriapolitica,Representante ante el INE,MORENA,2017-2018
manuellopezcastillo,trayectoriapolitica,Consejero Estatal,MORENA,No proporciono
manuellopezcastillo,administracionpublicalocal,Inspector,Via Publica,2003-2016
manuellopezcastillo,asociacionesalasquepertenece,No proporciono,SNTE,1967 a la fecha
manuellopezcastillo,actividadesdocentes,Docente,Asignatura: Maestro de Primaria,1967-1998
veronicabeatrizjuarezpina,escolaridad,Licenciatura,Abogado,1993 - 1998
veronicabeatrizjuarezpina,trayectoriapolitica,Integrante del Servicio Electoral,PRD,2000 - 2003
veronicabeatrizjuarezpina,trayectoriapolitica,Secretaria de Asuntos Municipales CEN,PRD,2003 - 2006
