CURP,Nombre,TipoLegislacion,Partido_x,FechaNacimiento_x,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura,inic_edo,nom_edo,tipo_elec,FechaNacimiento_y,edo,ent,Partido_y,N°,Grupo Parlamentario,Entidad federativa,Distrito / Circunscripción,Tipo de elección,Releccion 
SDES,Edelmiro Santiago Santos Diaz,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Licenciatura,Ciencias de la salud,LXIV,29/08/2018,31/08/2021,essd_nuevo leon,edelmirosantiagosantosdiaz_nuevo leon,Representacion proporcional,02/07/1960,Nuevo Leon,Circunscripcion:2,,103,MORENA,Nuevo León,2ª Circunscripción,Representación proporcional,SI
GVE,Edgar Guzman Valdez,Diputado Propietario,PES,01/01/1900, ,Mayoría Relativa, Puebla Distrito: 7 (Tepeaca) ,Pasante/Licenciatura trunca,Humanidades,LXIV,29/08/2018,31/08/2021,egv_puebla,edgarguzmanvaldez_puebla,Mayoria Relativa,19/04/1992,Puebla,Distrito:7,,105,PES,Puebla,Distrito 7,Mayoría relativa,SI
RAE,Ediltrudis Rodriguez Arellano,Diputada Propietario,Morena,23/06/1954, Tabasco ,Representación Proporcional, Tabasco Circunscripción: Tercera ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,era_tabasco,ediltrudisrodriguezarellano_tabasco,Representacion proporcional,23/06/1954,Tabasco,Circunscripcion:3,,106,MORENA,Tabasco,3ª Circunscripción,Representación proporcional,SI
GRE,Edith Garcia Rosales,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Veracruz Circunscripción: Tercera ,,,LXIV,29/08/2018,31/08/2021,egr_veracruz,edithgarciarosales_veracruz,Representacion proporcional,17/10/1992,Veracruz,Circunscripcion:3,,107,MORENA,Veracruz,3ª Circunscripción,Representación proporcional,SI
MTEM,Edith Marisol Mercado Torres,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, México Circunscripción: Quinta ,Maestría,Otra,LXIV,29/08/2018,31/08/2021,emmt_mexico,edithmarisolmercadotorres_mexico,Representacion proporcional,15/09/1986,Mexico,Circunscripcion:5,,108,MORENA,México,5ª Circunscripción,Representación proporcional,SI
RVE,Efrain Rocha Vega,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Chihuahua Circunscripción: Primera ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021,erv_chihuahua,efrainrochavega_chihuahua,Representacion proporcional,12/05/1955,Chihuahua,Circunscripcion:1,,110,MORENA,Chihuahua,1ª Circunscripción,Representación proporcional,SI
TDEL,Elba Lorena Torres Diaz,Diputada Propietario,PT,01/01/1900, ,Mayoría Relativa, Aguascalientes Distrito: 2 (Aguascalientes) ,Licenciatura,Ciencias de la salud,LXIV,29/08/2018,31/08/2021,eltd_aguascalientes,elbalorenatorresdiaz_aguascalientes,Mayoria Relativa,15/03/1977,Aguascalientes,Distrito:2,,111,PT,Aguascalientes,Distrito 2,Mayoría relativa,SI
ASE,Eleuterio Arrieta Sanchez,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Veracruz Distrito: 13 (Huatusco) ,Maestría,Ciencias de la salud,LXIV,29/08/2018,31/08/2021,eas_veracruz,eleuterioarrietasanchez_veracruz,Mayoria Relativa,02/05/1955,Veracruz,Distrito:13,,112,MORENA,Veracruz,Distrito 13,Mayoría relativa,SI
MAEC,Emeteria Claudia Martinez Aguilar,Diputada Propietario,Morena,03/03/1985, Chiapas ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Licenciatura,Psicología,LXIV,29/08/2018,31/08/2021,ecma_chiapas,emeteriaclaudiamartinezaguilar_chiapas,Representacion proporcional,03/03/1985,Chiapas,Circunscripcion:3,,113,MORENA,Chiapas,3ª Circunscripción,Representación proporcional,SI
MTE,Emilio Manzanilla Tellez,Diputado Propietario,PT,01/01/1900, ,Mayoría Relativa, México Distrito: 16 (Ecatepec de Morelos) ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,emt_mexico,emiliomanzanillatellez_mexico,Mayoria Relativa,10/04/1971,Mexico,Distrito:16,,114,PT,México,Distrito 16,Mayoría relativa,SI
RCE,Emmanuel Reyes Carmona,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Guanajuato Distrito: 13 (Valle de Santiago) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,erc_guanajuato,emmanuelreyescarmona_guanajuato,Mayoria Relativa,29/06/1987,Guanajuato,Distrito:13,,115,MORENA,Guanajuato,Distrito 13,Mayoría relativa,SI
ORE,Enrique Ochoa Reza,Diputado Propietario,PRI,01/09/1972, Michoacán ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Doctorado,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,eor_michoacan,enriqueochoareza_michoacan,Representacion proporcional,01/09/1972,Michoacan,Circunscripcion:5,,116,PRI,Michoacán,5ª Circunscripción,Representación proporcional,SI
RGE,Eraclio Rodriguez Gomez,Diputado Propietario,PT,01/01/1900, ,Mayoría Relativa, Chihuahua Distrito: 7 (Cuauhtémoc) ,Pasante/Licenciatura trunca,,LXIV,29/08/2018,31/08/2021,erg_chihuahua,eracliorodriguezgomez_chihuahua,Mayoria Relativa,04/01/1961,Chihuahua,Distrito:7,,117,PT,Chihuahua,Distrito 7,Mayoría relativa,SI
GRE,Erasmo Gonzalez Robledo,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Tamaulipas Distrito: 7 (Ciudad Madero) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,egr_tamaulipas,erasmogonzalezrobledo_tamaulipas,Mayoria Relativa,28/06/1972,Tamaulipas,Distrito:7,,118,MORENA,Tamaulipas,Distrito 7,Mayoría relativa,SI
MEEI,Erik Isaac Morales Elvira,Diputado Propietario,Morena,01/09/1976, ,Mayoría Relativa, Baja California Distrito: 7 (Mexicali) ,,,LXIV,29/08/2018,31/08/2021,eime_baja california,erikisaacmoraleselvira_baja california,Mayoria Relativa,01/09/1976,Baja California,Distrito:7,,121,MORENA,Baja California,Distrito 7,Mayoría relativa,SI
RUEM,Erika Mariana Rosas Uribe,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Sinaloa Circunscripción: Primera ,Licenciatura,Comunicación,LXIV,29/08/2018,31/08/2021,emru_sinaloa,erikamarianarosasuribe_sinaloa,Representacion proporcional,09/01/1984,Sinaloa,Circunscripcion:1,,119,MORENA,Sinaloa,1ª Circunscripción,Representación proporcional,SI
DCIEV,Erika Vanessa Del Castillo Ibarra,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Ciudad de México Distrito: 1 (Gustavo A. Madero) ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,evdci_ciudad de mexico,erikavanessadelcastilloibarra_ciudad de mexico,Mayoria Relativa,10/06/1978,Ciudad de Mexico,Distrito:1,,120,MORENA,Ciudad de México,Distrito 1,Mayoría relativa,SI
MMEdlA,Esmeralda de los Angeles Moreno Medina,Diputada Propietario,PES,01/01/1900, ,Mayoría Relativa, México Distrito: 26 (Toluca de Lerdo) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021,edlamm_mexico,esmeraldadelosangelesmorenomedina_mexico,Mayoria Relativa,19/12/1986,Mexico,Distrito:26,,124,PES,México,Distrito 26,Mayoría relativa,SI
BBE,Esteban Barajas Barajas,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Michoacán Distrito: 2 (Puruandiro) ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,ebb_michoacan,estebanbarajasbarajas_michoacan,Mayoria Relativa,20/01/1959,Michoacan,Distrito:2,,125,MORENA,Michoacán,Distrito 2,Mayoría relativa,SI
NAE,Estela Nuñez Alvarez,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Tabasco Distrito: 1 (Macuspana) ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,ena_tabasco,estelanunezalvarez_tabasco,Mayoria Relativa,16/08/1956,Tabasco,Distrito:1,,126,MORENA,Tabasco,Distrito 1,Mayoría relativa,SI
RFEJ,Eulalio Juan Rios Fararoni,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Veracruz Distrito: 20 (Cosoleacaque) ,Licenciatura,,LXIV,29/08/2018,31/08/2021,ejrf_veracruz,eulaliojuanriosfararoni_veracruz,Mayoria Relativa,18/04/1965,Veracruz,Distrito:20,,127,MORENA,Veracruz,Distrito 20,Mayoría relativa,SI
PREL,Evaristo Lenin Perez Rivera,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Coahuila Distrito: 1 (Piedras Negras) ,Maestría,Comunicación,LXIV,29/08/2018,31/08/2021,elpr_coahuila,evaristoleninperezrivera_coahuila,Mayoria Relativa,28/10/1966,Coahuila,Distrito:1,,128,SP,Coahuila,Distrito 1,Mayoría relativa,SI
LHFRG,Fabiola Raquel Guadalupe Loya Hernandez,Diputada Propietario,MC,05/11/1974, Sonora ,Mayoría Relativa, Jalisco Distrito: 6 (Zapopan) ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021,frglh_jalisco,fabiolaraquelguadalupeloyahernandez_jalisco,Mayoria Relativa,05/11/1974,Jalisco,Distrito:6,,129,MC,Jalisco,Distrito 6,Mayoría relativa,SI
FAF,Feliciano Flores Anguiano,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Michoacán Distrito: 1 (Lázaro Cárdenas) ,Pasante/Licenciatura trunca,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,ffa_michoacan,felicianofloresanguiano_michoacan,Mayoria Relativa,28/05/1971,Michoacan,Distrito:1,,130,MORENA,Michoacán,Distrito 1,Mayoría relativa,SI
MOFF,Felipe Fernando Macias Olvera,Diputado Propietario,PAN,01/01/1900, ,Mayoría Relativa, Querétaro Distrito: 4 (Santiago de Querétaro) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,ffmo_queretaro,felipefernandomaciasolvera_queretaro,Mayoria Relativa,04/04/1986,Queretaro,Distrito:4,,131,PAN,Querétaro,Distrito 4,Mayoría relativa,SI
GFF,Fernando Galindo Favela,Diputado Propietario,PRI,06/05/1978, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Licenciatura,Económico-financiera,LXIV,29/08/2018,31/08/2021,fgf_ciudad de mexico,fernandogalindofavela_ciudad de mexico,Representacion proporcional,06/05/1978,Ciudad de Mexico,Circunscripcion:4,,134,PRI,Ciudad de México,4ª Circunscripción,Representación proporcional,SI
MPFL,Fernando Luis Manzanilla Prieto,Diputado Propietario,PES,10/05/1968, ,Mayoría Relativa, Puebla Distrito: 12 (Heroica Puebla de Zaragoza) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,flmp_puebla,fernandoluismanzanillaprieto_puebla,Mayoria Relativa,10/05/1968,Puebla,Distrito:12,,135,PES,Puebla,Distrito 12,Mayoría relativa,SI
CSFT,Flora Tania Cruz Santos,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Veracruz Distrito: 11 (Coatzacoalcos) ,Maestría,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,ftcs_veracruz,florataniacruzsantos_veracruz,Mayoria Relativa,27/01/1978,Veracruz,Distrito:11,,137,MORENA,Veracruz,Distrito 11,Mayoría relativa,SI
RCF,Fortunato Rivera Castillo,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Hidalgo Distrito: 1 (Huejutla de Reyes) ,Licenciatura,Otra,LXIV,29/08/2018,31/08/2021,frc_hidalgo,fortunatoriveracastillo_hidalgo,Mayoria Relativa,17/11/1955,Hidalgo,Distrito:1,,138,MORENA,Hidalgo,Distrito 1,Mayoría relativa,SI
FPF,Francisco Favela Peñuñuri,Diputado Propietario,PT,01/01/1900, ,Mayoría Relativa, México Distrito: 5 (Teotihuacan de Arista) ,Licenciatura,Ciencias de la salud,LXIV,29/08/2018,31/08/2021,ffp_mexico,franciscofavelapenunuri_mexico,Mayoria Relativa,15/04/1955,Mexico,Distrito:5,,140,PT,México,Distrito 5,Mayoría relativa,SI
BAFJ,Francisco Javier Borrego Adame,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Coahuila Distrito: 2 (San Pedro) ,Técnico,Administración y contaduría,LXIV,29/08/2018,31/08/2021,fjba_coahuila,franciscojavierborregoadame_coahuila,Mayoria Relativa,27/12/1954,Coahuila,Distrito:2,,141,MORENA,Coahuila,Distrito 2,Mayoría relativa,SI
LNFJ,Francisco Javier Luevano Nuñez,Diputado Propietario,PAN,01/01/1900, ,Mayoría Relativa, Aguascalientes Distrito: 1 (Jesús María) ,Pasante/Licenciatura trunca,Arquitectura y diseño,LXIV,29/08/2018,31/08/2021,fjln_aguascalientes,franciscojavierluevanonunez_aguascalientes,Mayoria Relativa,01/07/1979,Aguascalientes,Distrito:1,,144,PAN,Aguascalientes,Distrito 1,Mayoría relativa,SI
RNFJ,Francisco Javier Ramirez Navarrete,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Otra,LXIV,29/08/2018,31/08/2021,fjrn_mexico,franciscojavierramireznavarrete_mexico,Representacion proporcional,03/01/1988,Mexico,Circunscripcion:5,,145,MORENA,México,5ª Circunscripción,Representación proporcional,SI
SCFJ,Francisco Javier Saldivar Camacho,Diputado Propietario,PES,01/01/1900, ,Mayoría Relativa, Ciudad de México Distrito: 17 (Cuajimalpa de Morelos) ,Pasante/Licenciatura trunca,Administración y contaduría,LXIV,29/08/2018,31/08/2021,fjsc_ciudad de mexico,franciscojaviersaldivarcamacho_ciudad de mexico,Mayoria Relativa,12/03/1967,Ciudad de Mexico,Distrito:17,,146,PES,Ciudad de México,Distrito 7,Mayoría relativa,SI
EMFA,Frida Alejandra Esparza Marquez,Diputada Propietario,PRD,01/01/1900, ,Representación Proporcional, Zacatecas Circunscripción: Segunda ,Licenciatura,Humanidades,LXIV,29/08/2018,31/08/2021,faem_zacatecas,fridaalejandraesparzamarquez_zacatecas,Representacion proporcional,05/11/1996,Zacatecas,Circunscripcion:2,,147,PRD,Zacatecas,2ª Circunscripción,Representación proporcional,SI
AYF,Frinne Azuara Yarzabal,Diputada Propietario,PRI,01/01/1900, ,Representación Proporcional, San Luis Potosí Circunscripción: Segunda ,Maestría,Ciencias de la salud,LXIV,29/08/2018,31/08/2021,fay_san luis potosi,frinneazuarayarzabal_san luis potosi,Representacion proporcional,03/03/1956,San Luis Potosi,Circunscripcion:2,,148,PRI,San Luis Potosí,2ª Circunscripción,Representación proporcional,SI
HVGI,Geraldina Isabel Herrera Vega,Diputada Propietario,MC,01/01/1900, ,Mayoría Relativa, Jalisco Distrito: 10 (Zapopan) ,Licenciatura,Económico-financiera,LXIV,29/08/2018,31/08/2021,gihv_jalisco,geraldinaisabelherreravega_jalisco,Mayoria Relativa,24/04/1963,Jalisco,Distrito:10,,149,MC,Jalisco,Distrito 10,Mayoría relativa,SI
HPG,Gonzalo Herrera Perez,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Michoacán Distrito: 7 (Zacapu) ,Licenciatura,,LXIV,29/08/2018,31/08/2021,ghp_michoacan,gonzaloherreraperez_michoacan,Mayoria Relativa,07/07/1955,Michoacan,Distrito:7,,151,MORENA,Michoacán,Distrito 7,Mayoría relativa,SI
SOG,Graciela Sanchez Ortiz,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 21 (Amecameca de Juárez) ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,gso_mexico,gracielasanchezortiz_mexico,Mayoria Relativa,18/02/1959,Mexico,Distrito:21,,152,MORENA,México,Distrito 21,Mayoría relativa,SI
ZSG,Graciela Zavaleta Sanchez,Diputada Propietario,Morena,23/12/1946, Oaxaca ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Primaria,,LXIV,29/08/2018,31/08/2021,gzs_oaxaca,gracielazavaletasanchez_oaxaca,Representacion proporcional,23/12/1946,Oaxaca,Circunscripcion:3,,153,MORENA,Oaxaca,3ª Circunscripción,Representación proporcional,SI
RSG,Guadalupe Ramos Sotelo,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Ciudad de México Distrito: 24 (Coyoacán) ,Técnico,Ciencias de la salud,LXIV,29/08/2018,31/08/2021,grs_ciudad de mexico,guadaluperamossotelo_ciudad de mexico,Mayoria Relativa,01/02/1974,Ciudad de Mexico,Distrito:24,,154,MORENA,Ciudad de México,Distrito 24,Mayoría relativa,SI
RRG,Guadalupe Romo Romo,Diputado Propietario,PAN,01/01/1900, ,Mayoría Relativa, Jalisco Distrito: 3 (Tepatitlán de Morelos) ,Secundaria,,LXIV,29/08/2018,31/08/2021,grr_jalisco,guadaluperomoromo_jalisco,Mayoria Relativa,22/03/1962,Jalisco,Distrito:3,,155,PAN,Jalisco,3,Mayoría relativa,SI
CMG,Gustavo Contreras Montes,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 8 (Tultitlán de Mariano Escobedo) ,Pasante/Licenciatura trunca,Administración y contaduría,LXIV,29/08/2018,31/08/2021,gcm_mexico,gustavocontrerasmontes_mexico,Mayoria Relativa,11/06/1980,Mexico,Distrito:8,,157,MORENA,México,Distrito 8,Mayoría relativa,SI
ACHM,Heriberto Marcelo Aguilar Castillo,Diputado Propietario,Morena,12/02/1975, Sonora ,Mayoría Relativa, Sonora Distrito: 4 (Guaymas) ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021,hmac_sonora,heribertomarceloaguilarcastillo_sonora,Mayoria Relativa,12/02/1975,Sonora,Distrito:4,,163,MORENA,Sonora,Distrito 4,Mayoría relativa,SI
SWH,Hernan Salinas Wolberg,Diputado Propietario,PAN,01/04/1982, Distrito Federal ,Mayoría Relativa, Nuevo León Distrito: 1 (Santa Catarina) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,hsw_nuevo leon,hernansalinaswolberg_nuevo leon,Mayoria Relativa,01/04/1982,Nuevo Leon,Distrito:1,,164,PAN,Nuevo León,Distrito 1,Mayoría relativa,SI
ONHP,Hilda Patricia Ortega Najera,Diputada Propietario,Morena,10/08/1966, ,Mayoría Relativa, Durango Distrito: 4 (Victoria de Durango) ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,hpon_durango,hildapatriciaorteganajera_durango,Mayoria Relativa,10/08/1966,Durango,Distrito:4,,166,MORENA,Durango,Distrito 4,Mayoría relativa,SI
GMH,Hildelisa Gonzalez Morales,Diputada Propietario,PT,01/01/1900, ,Mayoría Relativa, Sonora Distrito: 7 (Navojoa) ,Profesor Normalista,,LXIV,29/08/2018,31/08/2021,hgm_sonora,hildelisagonzalezmorales_sonora,Mayoria Relativa,22/12/1956,Sonora,Distrito:7,,167,PT,Sonora,Distrito 7,Mayoría relativa,SI
MMH,Hirepan Maya Martinez,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Secundaria,,LXIV,29/08/2018,31/08/2021,hmm_michoacan,hirepanmayamartinez_michoacan,Representacion proporcional,02/12/1977,Michoacan,Circunscripcion:5,,168,MORENA,Michoacán,5ª Circunscripción,Representación proporcional,SI
RLHR,Hugo Rafael Ruiz Lustre,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Hidalgo Circunscripción: Quinta ,Maestría,Otra,LXIV,29/08/2018,31/08/2021,hrrl_hidalgo,hugorafaelruizlustre_hidalgo,Representacion proporcional,22/08/1965,Hidalgo,Circunscripcion:5,,170,MORENA,Hidalgo,5ª Circunscripción,Representación proporcional,SI
SCH,Hector Serrano Cortes,Diputado Propietario,PT,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021,hsc_ciudad de mexico,hectorserranocortes_ciudad de mexico,Representacion proporcional,22/04/1962,Ciudad de Mexico,Circunscripcion:4,,161,PT,Ciudad de México,4ª Circunscripción,Representación proporcional,SI
RMI,Idalia Reyes Miguel,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Guerrero Circunscripción: Cuarta ,Maestría,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,irm_guerrero,idaliareyesmiguel_guerrero,Representacion proporcional,15/08/1976,Guerrero,Circunscripcion:4,,171,MORENA,Guerrero,4ª Circunscripción,Representación proporcional,SI
PJI,Ines Parra Juarez,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Puebla Distrito: 4 (Ajalpan) ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,ipj_puebla,inesparrajuarez_puebla,Mayoria Relativa,20/04/1978,Puebla,Distrito:4,,173,MORENA,Puebla,Distrito 4,Mayoría relativa,SI
SMI,Iran Santiago Manuel,Diputado Propietario,Morena,04/03/1985, Oaxaca ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Maestría,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,ism_oaxaca,iransantiagomanuel_oaxaca,Representacion proporcional,04/03/1985,Oaxaca,Circunscripcion:3,,174,MORENA,Oaxaca,3ª Circunscripción,Representación proporcional,SI
BDIdC,Irasema del Carmen Buenfil Diaz,Diputada Propietario,PES,01/01/1900, ,Mayoría Relativa, Campeche Distrito: 2 (Ciudad del Carmen) ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,idcbd_campeche,irasemadelcarmenbuenfildiaz_campeche,Mayoria Relativa,22/08/1958,Campeche,Distrito:2,,175,PES,Campeche,Distrito 2,Mayoría relativa,SI
MEI,Irineo Molina Espinoza,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Oaxaca Distrito: 1 (San Juan Bautista Tuxtepec) ,Licenciatura,Otra,LXIV,29/08/2018,31/08/2021,ime_oaxaca,irineomolinaespinoza_oaxaca,Mayoria Relativa,13/06/1976,Oaxaca,Distrito:1,,,,,,,
JCI,Irma Juan Carlos,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Oaxaca Distrito: 2 (Teotitlán de Flores Magón) ,Maestría,Otra,LXIV,29/08/2018,31/08/2021,ijc_oaxaca,irmajuancarlos_oaxaca,Mayoria Relativa,19/07/1977,Oaxaca,Distrito:2,,176,MORENA,Oaxaca,Distrito 2,Mayoría relativa,SI
TVIM,Irma Maria Teran Villalobos,Diputada Propietario,PES,01/01/1900, ,Representación Proporcional, Sonora Circunscripción: Primera ,Licenciatura,Comunicación,LXIV,29/08/2018,31/08/2021,imtv_sonora,irmamariateranvillalobos_sonora,Representacion proporcional,12/11/1985,Sonora,Circunscripcion:1,,177,PES,Sonora,1ª Circunscripción,Representación proporcional,SI
CAJD,Jacobo David Cheja Alfaro,Diputado Propietario,MC,08/10/1965, San Luis Potosí ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021,jdca_mexico,jacobodavidchejaalfaro_mexico,Representacion proporcional,08/10/1965,Mexico,Circunscripcion:5,,182,MC,México,5ª Circunscripción,Representación proporcional,SI
MJJ,Jacquelina Martinez Juarez,Diputada Propietario,PAN,26/05/1981, Zacatecas ,Representación Proporcional, Zacatecas Circunscripción: Segunda ,Licenciatura,Comunicación,LXIV,29/08/2018,31/08/2021,jmj_zacatecas,jacquelinamartinezjuarez_zacatecas,Representacion proporcional,26/05/1981,Zacatecas,Circunscripcion:2,,183,PAN,Zacatecas,2ª Circunscripción,Representación proporcional,SI
PBJH,Jaime Humberto Perez Bernabe,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Veracruz Distrito: 6 (Papantla de Olarte) ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021,jhpb_veracruz,jaimehumbertoperezbernabe_veracruz,Mayoria Relativa,15/04/1973,Veracruz,Distrito:6,,184,MORENA,Veracruz,Distrito 6,Mayoría relativa,SI
MCJM,Janet Melanie Murillo Chavez,Diputada Propietario,PAN,01/01/1900, ,Mayoría Relativa, Guanajuato Distrito: 9 (Irapuato) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,jmmc_guanajuato,janetmelaniemurillochavez_guanajuato,Mayoria Relativa,02/08/1981,Guanajuato,Distrito:9,,,,,,,
TIJ,Jannet Tellez Infante,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Hidalgo Distrito: 7 (Tepeapulco) ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,jti_hidalgo,jannettellezinfante_hidalgo,Mayoria Relativa,08/01/1979,Hidalgo,Distrito:7,,185,MORENA,Hidalgo,Distrito 7,Mayoría relativa,SI
HPJA,Javier Ariel Hidalgo Ponce,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Ciudad de México Distrito: 10 (Miguel Hidalgo) ,Licenciatura,Arquitectura y diseño,LXIV,29/08/2018,31/08/2021,jahp_ciudad de mexico,javierarielhidalgoponce_ciudad de mexico,Mayoria Relativa,14/05/1960,Ciudad de Mexico,Distrito:10,,186,MORENA,Ciudad de México,Distrito 10,Mayoría relativa,SI
MSJ,Javier Manzano Salazar,Diputado Propietario,Morena,05/06/1963, Guerrero ,Mayoría Relativa, Guerrero Distrito: 5 (Tlapa) ,Profesor Normalista,,LXIV,29/08/2018,31/08/2021,jms_guerrero,javiermanzanosalazar_guerrero,Mayoria Relativa,05/06/1963,Guerrero,Distrito:5,,188,MORENA,Guerrero,Distrito 5,Mayoría relativa,SI
VPJC,Jesus Carlos Vidal Peniche,Diputado Propietario,PVEM,01/01/1900, ,Mayoría Relativa, Yucatán Distrito: 1 (Valladolid) ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,jcvp_yucatan,jesuscarlosvidalpeniche_yucatan,Mayoria Relativa,16/06/1976,Yucatan,Distrito:1,,189,PVEM,Yucatán,Distrito 1,Mayoría relativa,SI
GHJF,Jesus Fernando Garcia Hernandez,Diputado Propietario,PT,01/01/1900, ,Mayoría Relativa, Sinaloa Distrito: 3 (Guamuchil) ,Maestría,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,jfgh_sinaloa,jesusfernandogarciahernandez_sinaloa,Mayoria Relativa,30/05/1958,Sinaloa,Distrito:3,,190,PT,Sinaloa,Distrito 3,Mayoría relativa,SI
GAJ,Jesus Guzman Aviles,Diputado Propietario,PAN,25/12/1961, Veracruz ,Mayoría Relativa, Veracruz Distrito: 2 (Tantoyuca) ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021,jga_veracruz,jesusguzmanaviles_veracruz,Mayoria Relativa,25/12/1961,Veracruz,Distrito:2,,,,,,,
MMJS,Jesus Salvador Minor Mora,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Baja California Distrito: 1 (Mexicali) ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021,jsmm_baja california,jesussalvadorminormora_baja california,Mayoria Relativa,01/06/1951,Baja California,Distrito:1,,191,MORENA,Baja California,Distrito 1,Mayoría relativa,SI
GLJA,Jorge Alcibiades Garcia Lara,Diputado Propietario,MC,05/08/1969, Baja California ,Representación Proporcional, Baja California Circunscripción: Primera ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,jagl_baja california,jorgealcibiadesgarcialara_baja california,Representacion proporcional,05/08/1969,Baja California,Circunscripcion:1,,193,MC,Baja California,1ª Circunscripción,Representación proporcional,SI
